"","X","year","date","yearweek_ID","site_num","site_name","session_start_time","session_end_time","timestamp_focal.bhv.change","start_time_of_focal","length","file_id","focalbear_event","bear_name","sex","age","agesex","family","yrl_num","coy_num","num_offspring","coarse_code","fine_code","snorkel","carry_to_cover","video_time_behave_change","duration_of_behave","duration_in_seconds","start_time_within_the_minute","total_length_within_focalevent","sexing_comments"
"8640",8643,2021,"2021-09-20",202138,"B04","BELARKO","6:44","19:00","2021-09-20 09:41:00","9:36:36","0:06:42","2021-B0421-10","2021_B0421_FCL3","STOUT","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:06:42","0:01:43",103,"",668,"Same as 2021-B0418-02"
"8641",8644,2021,"2021-09-20",202138,"B04","BELARKO","6:44","19:00","2021-09-20 09:45:00","9:45:16","0:04:23","2021-B0421-11","2021_B0421_FCL3","STOUT","F","ADULT","Adult female","N",0,2,2,40,41,"","","0:00:55","0:00:55",55,"",668,NA
"8642",8645,2021,"2021-09-20",202138,"B04","BELARKO","6:44","19:00","2021-09-20 09:46:00","9:45:16","0:04:23","2021-B0421-11","2021_B0421_FCL3","STOUT","F","ADULT","Adult female","N",0,2,2,0,0,"","","0:04:23","0:03:28",208,"",668,NA
"8643",8646,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:22:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:11","0:00:11",11,"",1912,NA
"8644",8647,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:22:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:00:17","0:00:06",6,"",1912,NA
"8645",8648,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:22:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:30","0:00:13",13,"",1912,NA
"8646",8649,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:00:34","0:00:04",4,"",1912,NA
"8647",8650,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:37","0:00:03",3,"",1912,NA
"8648",8651,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:00:46","0:00:09",9,"",1912,NA
"8649",8652,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:56","0:00:10",10,"",1912,NA
"8650",8653,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:01:00","0:00:04",4,"",1912,NA
"8651",8654,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:23:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:02:05","0:01:05",65,"",1912,NA
"8652",8655,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:24:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:02:11","0:00:06",6,"",1912,NA
"8653",8656,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:24:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:02:47","0:00:36",36,"",1912,NA
"8654",8657,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:25:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:02:55","0:00:08",8,"",1912,NA
"8655",8658,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:25:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:03:14","0:00:19",19,"",1912,NA
"8656",8659,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:25:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:03:17","0:00:03",3,"",1912,NA
"8657",8660,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:25:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:03:26","0:00:09",9,"",1912,NA
"8658",8661,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:03:34","0:00:08",8,"",1912,NA
"8659",8662,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,47,"","","0:03:44","0:00:10",10,"",1912,NA
"8660",8663,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:03:46","0:00:02",2,"",1912,NA
"8661",8664,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,47,"","","0:03:51","0:00:05",5,"",1912,NA
"8662",8665,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:03:54","0:00:03",3,"",1912,NA
"8663",8666,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:03:56","0:00:02",2,"",1912,NA
"8664",8667,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,47,"","","0:03:58","0:00:02",2,"",1912,NA
"8665",8668,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:04:01","0:00:03",3,"",1912,NA
"8666",8669,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:04:02","0:00:01",1,"",1912,NA
"8667",8670,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:04:06","0:00:04",4,"",1912,NA
"8668",8671,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:26:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:04:29","0:00:23",23,"",1912,NA
"8669",8672,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:04:34","0:00:05",5,"",1912,NA
"8670",8673,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:04:36","0:00:02",2,"",1912,NA
"8671",8674,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,13,"","","0:04:38","0:00:02",2,"",1912,NA
"8672",8675,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:04:42","0:00:04",4,"",1912,NA
"8673",8676,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,13,"","","0:04:44","0:00:02",2,"",1912,NA
"8674",8677,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"y","","0:05:00","0:00:16",16,"",1912,NA
"8675",8678,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,100,100,"","","0:05:04","0:00:04",4,"",1912,NA
"8676",8679,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:27:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:05:51","0:00:47",47,"",1912,NA
"8677",8680,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:28:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:05:55","0:00:04",4,"",1912,NA
"8678",8681,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:28:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:05:56","0:00:01",1,"",1912,NA
"8679",8682,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:28:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:06:02","0:00:06",6,"",1912,NA
"8680",8683,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:28:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:06:48","0:00:46",46,"",1912,NA
"8681",8684,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:29:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:06:51","0:00:03",3,"",1912,NA
"8682",8685,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:29:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:06:59","0:00:08",8,"",1912,NA
"8683",8686,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:29:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:07:25","0:00:26",26,"",1912,NA
"8684",8687,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:07:31","0:00:06",6,"",1912,NA
"8685",8688,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:07:34","0:00:03",3,"",1912,NA
"8686",8689,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:07:36","0:00:02",2,"",1912,NA
"8687",8690,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:07:39","0:00:03",3,"",1912,NA
"8688",8691,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:07:43","0:00:04",4,"",1912,NA
"8689",8692,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:07:49","0:00:06",6,"",1912,NA
"8690",8693,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,100,100,"","","0:07:50","0:00:01",1,"",1912,NA
"8691",8694,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:30:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:08:36","0:00:46",46,"",1912,NA
"8692",8695,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:08:39","0:00:03",3,"",1912,NA
"8693",8696,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,42,"","","0:08:41","0:00:02",2,"",1912,NA
"8694",8697,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:08:53","0:00:12",12,"",1912,NA
"8695",8698,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:08:59","0:00:06",6,"",1912,NA
"8696",8699,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:09:04","0:00:05",5,"",1912,NA
"8697",8700,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:09:07","0:00:03",3,"",1912,NA
"8698",8701,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:09:13","0:00:06",6,"",1912,NA
"8699",8702,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:09:16","0:00:03",3,"",1912,NA
"8700",8703,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:09:22","0:00:06",6,"",1912,NA
"8701",8704,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:31:00","12:22:36","0:10:25","2021-B0422-01","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:10:25","0:01:03",63,"",1912,NA
"8702",8705,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:00:08","0:00:08",8,"",1912,NA
"8703",8706,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:14","0:00:06",6,"",1912,NA
"8704",8707,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:00:18","0:00:04",4,"",1912,NA
"8705",8708,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:00:23","0:00:05",5,"",1912,NA
"8706",8709,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:00:24","0:00:01",1,"",1912,NA
"8707",8710,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:35:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:01:28","0:01:04",64,"",1912,NA
"8708",8711,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:36:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,10,11,"","","0:01:32","0:00:04",4,"",1912,NA
"8709",8712,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:37:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,45,"","","0:01:37","0:00:05",5,"",1912,NA
"8710",8713,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:37:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:02:49","0:01:12",72,"",1912,NA
"8711",8714,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:02:53","0:00:04",4,"",1912,NA
"8712",8715,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:02:57","0:00:04",4,"",1912,NA
"8713",8716,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:02:58","0:00:01",1,"",1912,NA
"8714",8717,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:03:10","0:00:12",12,"",1912,NA
"8715",8718,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,32,"","","0:03:14","0:00:04",4,"",1912,NA
"8716",8719,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:38:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:03:43","0:00:29",29,"",1912,NA
"8717",8720,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:39:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:03:46","0:00:03",3,"",1912,NA
"8718",8721,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:39:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:04:03","0:00:17",17,"",1912,NA
"8719",8722,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:39:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:04:06","0:00:03",3,"",1912,NA
"8720",8723,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:39:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:04:45","0:00:39",39,"",1912,NA
"8721",8724,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:40:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:05:20","0:00:35",35,"",1912,NA
"8722",8725,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:40:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:05:38","0:00:18",18,"",1912,NA
"8723",8726,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,45,"","","0:05:40","0:00:02",2,"",1912,NA
"8724",8727,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:05:42","0:00:02",2,"",1912,NA
"8725",8728,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,45,"","","0:05:46","0:00:04",4,"",1912,NA
"8726",8729,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:05:53","0:00:07",7,"",1912,NA
"8727",8730,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,45,"","","0:06:09","0:00:16",16,"",1912,NA
"8728",8731,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:06:12","0:00:03",3,"",1912,NA
"8729",8732,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:06:15","0:00:03",3,"",1912,NA
"8730",8733,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:41:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:06:33","0:00:18",18,"",1912,NA
"8731",8734,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:42:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,0,0,"","","0:06:41","0:00:08",8,"",1912,NA
"8732",8735,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:42:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,46,"","","0:17:54","0:11:13",673,"",1912,NA
"8733",8736,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:53:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,30,31,"","","0:18:00","0:00:06",6,"",1912,NA
"8734",8737,2021,"2021-09-22",202138,"B04","BELARKO","16:32","19:15","2021-09-22 12:53:00","12:35:30","0:21:27","2021-B0422-02","2021_B0422_FCL1","MINIMOM","FWY","ADULT","Female with young","Y",0,2,2,40,41,"","","0:18:03","0:00:03",3,"",1912,NA
